,education,green_energy,green_energy_freq,cost,cost_freq,combination,combination_freq
992,Vocational school,2,153,2,143,60% Green energy & 20% higher than current,0.016233766233766232
993,Vocational school,2,153,2,143,80% Green energy & 20% lower than current,0.02353896103896104
994,Vocational school,2,153,2,143,80% Green energy & same as current,0.018262987012987012
995,Vocational school,2,153,2,143,80% Green energy & 20% higher than current,0.020292207792207792
996,Vocational school,2,153,2,143,100% Green energy & 20% lower than current,0.021103896103896104
997,Vocational school,2,153,2,143,100% Green energy & same as current,0.0174512987012987
998,Vocational school,2,153,2,143,100% Green energy & 20% higher than current,0.026379870129870128
999,Vocational school,2,153,3,155,60% Green energy & 20% lower than current,0.020292207792207792
1000,Vocational school,2,153,3,155,60% Green energy & same as current,0.022321428571428572
1001,Vocational school,2,153,3,155,60% Green energy & 20% higher than current,0.016233766233766232
1002,Vocational school,2,153,3,155,80% Green energy & 20% lower than current,0.02353896103896104
1003,Vocational school,2,153,3,155,80% Green energy & same as current,0.018262987012987012
1004,Vocational school,2,153,3,155,80% Green energy & 20% higher than current,0.020292207792207792
1005,Vocational school,2,153,3,155,100% Green energy & 20% lower than current,0.021103896103896104
1006,Vocational school,2,153,3,155,100% Green energy & same as current,0.0174512987012987
1007,Vocational school,2,153,3,155,100% Green energy & 20% higher than current,0.026379870129870128
1008,Vocational school,3,160,1,160,60% Green energy & 20% lower than current,0.020292207792207792
1009,Vocational school,3,160,1,160,60% Green energy & same as current,0.022321428571428572
1010,Vocational school,3,160,1,160,60% Green energy & 20% higher than current,0.016233766233766232
1011,Vocational school,3,160,1,160,80% Green energy & 20% lower than current,0.02353896103896104
1012,Vocational school,3,160,1,160,80% Green energy & same as current,0.018262987012987012
1013,Vocational school,3,160,1,160,80% Green energy & 20% higher than current,0.020292207792207792
1014,Vocational school,3,160,1,160,100% Green energy & 20% lower than current,0.021103896103896104
1015,Vocational school,3,160,1,160,100% Green energy & same as current,0.0174512987012987
1016,Vocational school,3,160,1,160,100% Green energy & 20% higher than current,0.026379870129870128
1017,Vocational school,3,160,2,143,60% Green energy & 20% lower than current,0.020292207792207792
1018,Vocational school,3,160,2,143,60% Green energy & same as current,0.022321428571428572
1019,Vocational school,3,160,2,143,60% Green energy & 20% higher than current,0.016233766233766232
1020,Vocational school,3,160,2,143,80% Green energy & 20% lower than current,0.02353896103896104
1021,Vocational school,3,160,2,143,80% Green energy & same as current,0.018262987012987012
1022,Vocational school,3,160,2,143,80% Green energy & 20% higher than current,0.020292207792207792
1023,Vocational school,3,160,2,143,100% Green energy & 20% lower than current,0.021103896103896104
1024,Vocational school,3,160,2,143,100% Green energy & same as current,0.0174512987012987
1025,Vocational school,3,160,2,143,100% Green energy & 20% higher than current,0.026379870129870128
1026,Vocational school,3,160,3,155,60% Green energy & 20% lower than current,0.020292207792207792
1027,Vocational school,3,160,3,155,60% Green energy & same as current,0.022321428571428572
1028,Vocational school,3,160,3,155,60% Green energy & 20% higher than current,0.016233766233766232
1029,Vocational school,3,160,3,155,80% Green energy & 20% lower than current,0.02353896103896104
1030,Vocational school,3,160,3,155,80% Green energy & same as current,0.018262987012987012
1031,Vocational school,3,160,3,155,80% Green energy & 20% higher than current,0.020292207792207792
1032,Vocational school,3,160,3,155,100% Green energy & 20% lower than current,0.021103896103896104
1033,Vocational school,3,160,3,155,100% Green energy & same as current,0.0174512987012987
1034,Vocational school,3,160,3,155,100% Green energy & 20% higher than current,0.026379870129870128
1035,Matura,1,47,1,44,60% Green energy & 20% lower than current,0.019635343618513323
1036,Matura,1,47,1,44,60% Green energy & same as current,0.033660589060308554
1037,Matura,1,47,1,44,60% Green energy & 20% higher than current,0.012622720897615708
1038,Matura,1,47,1,44,80% Green energy & 20% lower than current,0.023842917251051893
1039,Matura,1,47,1,44,80% Green energy & same as current,0.019635343618513323
1040,Matura,1,47,1,44,80% Green energy & 20% higher than current,0.012622720897615708
1041,Matura,1,47,1,44,100% Green energy & 20% lower than current,0.0182328190743338
1042,Matura,1,47,1,44,100% Green energy & same as current,0.021037868162692847
1043,Matura,1,47,1,44,100% Green energy & 20% higher than current,0.028050490883590462
1044,Matura,1,47,2,53,60% Green energy & 20% lower than current,0.019635343618513323
1045,Matura,1,47,2,53,60% Green energy & same as current,0.033660589060308554
1046,Matura,1,47,2,53,60% Green energy & 20% higher than current,0.012622720897615708
1047,Matura,1,47,2,53,80% Green energy & 20% lower than current,0.023842917251051893
1048,Matura,1,47,2,53,80% Green energy & same as current,0.019635343618513323
1049,Matura,1,47,2,53,80% Green energy & 20% higher than current,0.012622720897615708
1050,Matura,1,47,2,53,100% Green energy & 20% lower than current,0.0182328190743338
1051,Matura,1,47,2,53,100% Green energy & same as current,0.021037868162692847
1052,Matura,1,47,2,53,100% Green energy & 20% higher than current,0.028050490883590462
1053,Matura,1,47,3,38,60% Green energy & 20% lower than current,0.019635343618513323
1054,Matura,1,47,3,38,60% Green energy & same as current,0.033660589060308554
1055,Matura,1,47,3,38,60% Green energy & 20% higher than current,0.012622720897615708
1056,Matura,1,47,3,38,80% Green energy & 20% lower than current,0.023842917251051893
1057,Matura,1,47,3,38,80% Green energy & same as current,0.019635343618513323
1058,Matura,1,47,3,38,80% Green energy & 20% higher than current,0.012622720897615708
1059,Matura,1,47,3,38,100% Green energy & 20% lower than current,0.0182328190743338
1060,Matura,1,47,3,38,100% Green energy & same as current,0.021037868162692847
1061,Matura,1,47,3,38,100% Green energy & 20% higher than current,0.028050490883590462
1062,Matura,2,40,1,44,60% Green energy & 20% lower than current,0.019635343618513323
1063,Matura,2,40,1,44,60% Green energy & same as current,0.033660589060308554
1064,Matura,2,40,1,44,60% Green energy & 20% higher than current,0.012622720897615708
1065,Matura,2,40,1,44,80% Green energy & 20% lower than current,0.023842917251051893
1066,Matura,2,40,1,44,80% Green energy & same as current,0.019635343618513323
1067,Matura,2,40,1,44,80% Green energy & 20% higher than current,0.012622720897615708
1068,Matura,2,40,1,44,100% Green energy & 20% lower than current,0.0182328190743338
1069,Matura,2,40,1,44,100% Green energy & same as current,0.021037868162692847
1070,Matura,2,40,1,44,100% Green energy & 20% higher than current,0.028050490883590462
1071,Matura,2,40,2,53,60% Green energy & 20% lower than current,0.019635343618513323
1072,Matura,2,40,2,53,60% Green energy & same as current,0.033660589060308554
1073,Matura,2,40,2,53,60% Green energy & 20% higher than current,0.012622720897615708
1074,Matura,2,40,2,53,80% Green energy & 20% lower than current,0.023842917251051893
1075,Matura,2,40,2,53,80% Green energy & same as current,0.019635343618513323
1076,Matura,2,40,2,53,80% Green energy & 20% higher than current,0.012622720897615708
1077,Matura,2,40,2,53,100% Green energy & 20% lower than current,0.0182328190743338
1078,Matura,2,40,2,53,100% Green energy & same as current,0.021037868162692847
1079,Matura,2,40,2,53,100% Green energy & 20% higher than current,0.028050490883590462
1080,Matura,2,40,3,38,60% Green energy & 20% lower than current,0.019635343618513323
1081,Matura,2,40,3,38,60% Green energy & same as current,0.033660589060308554
1082,Matura,2,40,3,38,60% Green energy & 20% higher than current,0.012622720897615708
1083,Matura,2,40,3,38,80% Green energy & 20% lower than current,0.023842917251051893
1084,Matura,2,40,3,38,80% Green energy & same as current,0.019635343618513323
1085,Matura,2,40,3,38,80% Green energy & 20% higher than current,0.012622720897615708
1086,Matura,2,40,3,38,100% Green energy & 20% lower than current,0.0182328190743338
1087,Matura,2,40,3,38,100% Green energy & same as current,0.021037868162692847
1088,Matura,2,40,3,38,100% Green energy & 20% higher than current,0.028050490883590462
1089,Matura,3,48,1,44,60% Green energy & 20% lower than current,0.019635343618513323
1090,Matura,3,48,1,44,60% Green energy & same as current,0.033660589060308554
1091,Matura,3,48,1,44,60% Green energy & 20% higher than current,0.012622720897615708
1092,Matura,3,48,1,44,80% Green energy & 20% lower than current,0.023842917251051893
1093,Matura,3,48,1,44,80% Green energy & same as current,0.019635343618513323
1094,Matura,3,48,1,44,80% Green energy & 20% higher than current,0.012622720897615708
1095,Matura,3,48,1,44,100% Green energy & 20% lower than current,0.0182328190743338
1096,Matura,3,48,1,44,100% Green energy & same as current,0.021037868162692847
1097,Matura,3,48,1,44,100% Green energy & 20% higher than current,0.028050490883590462
1098,Matura,3,48,2,53,60% Green energy & 20% lower than current,0.019635343618513323
1099,Matura,3,48,2,53,60% Green energy & same as current,0.033660589060308554
1100,Matura,3,48,2,53,60% Green energy & 20% higher than current,0.012622720897615708
1101,Matura,3,48,2,53,80% Green energy & 20% lower than current,0.023842917251051893
1102,Matura,3,48,2,53,80% Green energy & same as current,0.019635343618513323
1103,Matura,3,48,2,53,80% Green energy & 20% higher than current,0.012622720897615708
1104,Matura,3,48,2,53,100% Green energy & 20% lower than current,0.0182328190743338
1105,Matura,3,48,2,53,100% Green energy & same as current,0.021037868162692847
1106,Matura,3,48,2,53,100% Green energy & 20% higher than current,0.028050490883590462
1107,Matura,3,48,3,38,60% Green energy & 20% lower than current,0.019635343618513323
1108,Matura,3,48,3,38,60% Green energy & same as current,0.033660589060308554
1109,Matura,3,48,3,38,60% Green energy & 20% higher than current,0.012622720897615708
1110,Matura,3,48,3,38,80% Green energy & 20% lower than current,0.023842917251051893
1111,Matura,3,48,3,38,80% Green energy & same as current,0.019635343618513323
1112,Matura,3,48,3,38,80% Green energy & 20% higher than current,0.012622720897615708
1113,Matura,3,48,3,38,100% Green energy & 20% lower than current,0.0182328190743338
1114,Matura,3,48,3,38,100% Green energy & same as current,0.021037868162692847
1115,Matura,3,48,3,38,100% Green energy & 20% higher than current,0.028050490883590462
1116,Bachelor,1,37,1,50,60% Green energy & 20% lower than current,0.02193548387096774
1117,Bachelor,1,37,1,50,60% Green energy & same as current,0.016774193548387096
1118,Bachelor,1,37,1,50,60% Green energy & 20% higher than current,0.00903225806451613
1119,Bachelor,1,37,1,50,80% Green energy & 20% lower than current,0.025806451612903226
1120,Bachelor,1,37,1,50,80% Green energy & same as current,0.01935483870967742
1121,Bachelor,1,37,1,50,80% Green energy & 20% higher than current,0.01806451612903226
1122,Bachelor,1,37,1,50,100% Green energy & 20% lower than current,0.016774193548387096
1123,Bachelor,1,37,1,50,100% Green energy & same as current,0.015483870967741935
1124,Bachelor,1,37,1,50,100% Green energy & 20% higher than current,0.023225806451612905
1125,Bachelor,1,37,2,40,60% Green energy & 20% lower than current,0.02193548387096774
1126,Bachelor,1,37,2,40,60% Green energy & same as current,0.016774193548387096
1127,Bachelor,1,37,2,40,60% Green energy & 20% higher than current,0.00903225806451613
1128,Bachelor,1,37,2,40,80% Green energy & 20% lower than current,0.025806451612903226
1129,Bachelor,1,37,2,40,80% Green energy & same as current,0.01935483870967742
1130,Bachelor,1,37,2,40,80% Green energy & 20% higher than current,0.01806451612903226
1131,Bachelor,1,37,2,40,100% Green energy & 20% lower than current,0.016774193548387096
1132,Bachelor,1,37,2,40,100% Green energy & same as current,0.015483870967741935
1133,Bachelor,1,37,2,40,100% Green energy & 20% higher than current,0.023225806451612905
1134,Bachelor,1,37,3,39,60% Green energy & 20% lower than current,0.02193548387096774
1135,Bachelor,1,37,3,39,60% Green energy & same as current,0.016774193548387096
1136,Bachelor,1,37,3,39,60% Green energy & 20% higher than current,0.00903225806451613
1137,Bachelor,1,37,3,39,80% Green energy & 20% lower than current,0.025806451612903226
1138,Bachelor,1,37,3,39,80% Green energy & same as current,0.01935483870967742
1139,Bachelor,1,37,3,39,80% Green energy & 20% higher than current,0.01806451612903226
1140,Bachelor,1,37,3,39,100% Green energy & 20% lower than current,0.016774193548387096
1141,Bachelor,1,37,3,39,100% Green energy & same as current,0.015483870967741935
